him,642
my,628
which,593
could,578
no,568
marianne,566
from,541
mrs,530
they,521
would,515
very,500
their,498
them,468
me,444
what,444
been,441
were,441
this,436
more,407
said,397
any,390
your,386
every,377
will,363
than,360
such,359
or,356
an,351
one,331
do,327
when,306
if,293
